Model,Price,Rating,Display,Warranty,graphic_card,Company,touchscreen,Gen_type,Ram_in_gb,Disk_drive,Processor_Name,processor_type,Operating_System
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H ,79000,4.5,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,HP,No,Not Mentioned,8,Both,AMD,Ryzen 5,Windows 10
Lenovo ThinkBook 14 Core i5 10th Gen ,69999,4.3,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
Lenovo Ideapad 3 Core i5 10th Gen ,45990,3.6,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,HDD,Intel,i5,Windows 10
DELL Inspiron Core i5 11th Gen ,76990,,35.56 cm (14 inch) Touchscreen Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Yes,Dell,Yes,10,8,SSD,Intel,i5,Windows 10
DELL DELL GAMING G3 SERIES Core i7 10th Gen ,98000,,39.62 cm (15.6 inch) Display,,Yes,Dell,No,10,16,Both,Intel,i7,Windows 10
HP Spectre x360 Core i7 10th Gen ,189990,,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty,Yes,HP,Yes,10,16,SSD,Intel,i7,Windows 10
ASUS ExpertBook P2 Core i5 10th Gen ,65000,,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,Yes,Asus,No,10,8,SSD,Intel,i5,DOS
HP Pavilion 14,98000,4.6,35.56 cm (14 inch) Display,1 Year Onsite Warranty,Yes,HP,No,10,8,SSD,Intel,i7,Windows 10
HP Chromebook x360 Core i3 8th Gen ,51297,4.3,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,8,8,Not Metioned,Intel,i3,Mac
Lenovo Thinkpad Core i3 10th Gen ,46000,3.7,35.56 cm (14 inch) Display,,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
HP 15s Core i3 10th Gen ,43500,4.0,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,10,4,HDD,Intel,i3,Windows 10
HP 250 G7 Core i3 10th Gen ,42000,3.8,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,10,4,HDD,Intel,i3,Windows 10
Lenovo Core i3 10th Gen ,32999,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,HDD,Intel,i3,DOS
HP 15q Core i3 7th Gen ,32955,4.2,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,7,4,HDD,Intel,i3,DOS
HP 15s Core i3 8th Gen ,43781,4.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,8,8,HDD,Intel,i3,Windows 10
HP Pavilion Core i5 8th Gen ,68900,4.5,35.56 cm (14 inch) Display,1 Year Onsite Warranty,Yes,HP,No,8,8,SSD,Intel,i5,Windows 10
Lenovo THINKPAD E14 Core i5 10th Gen ,74999,,35.56 cm (14 inch) Display,3 Years Onsite Warranty,No,Lenovo,No,10,8,HDD,Intel,i5,Windows 10
HP 15s Ryzen 7 Quad Core 3700U ,66500,4.4,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,8,SSD,AMD,Ryzen 7,Windows 10
HP 15s Core i5 10th Gen ,79999,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,HP,No,10,8,Both,Intel,i5,Windows 10
HP Pavilion 15,64990,4.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,HP,No,8,8,HDD,Intel,i5,Windows 10
ASUS VivoBook Core i5 10th Gen ,60000,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
Lenovo Ideapad C340 Core i5 10th Gen ,84599,4.7,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,Yes,Lenovo,Yes,10,8,SSD,Intel,i5,Windows 10
acer NITRO 5 Ryzen 5 Hexa Core 5600H ,69990,3.9,39.62 cm (15.6 inches) Display,1 Year International Travelers Warranty,Yes,Acer,No,Not Mentioned,8,Both,AMD,Ryzen 5,Windows 10
Lenovo Ideapad S145 Ryzen 3 Dual Core 3200U ,25990,4.0,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
acer Swift 3X Core i7 11th Gen ,75990,3.8,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),Yes,Acer,No,10,16,SSD,Intel,i7,Windows 10
HP 14s Core i3 10th Gen ,39990,3.7,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,10,4,HDD,Intel,i3,Windows 10
acer Swift 5 Core i5 11th Gen Intel EVO ,64990,4.0,35.56 cm (14 inch) Touchscreen Display,1 Year International Travelers Warranty (ITW),No,Acer,Yes,10,8,SSD,Intel,i5,Windows 10
Avita Liber Core i5 10th Gen ,39990,4.1,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,10,8,SSD,Intel,i5,Windows 10
Avita Liber Core i7 10th Gen ,62990,3.6,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,10,16,SSD,Intel,i7,Windows 10
Lenovo Yoga Slim 7 Core i5 10th Gen ,66990,4.1,35.56 cm (14 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
HP 14s Core i3 10th Gen ,52069,4.1,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,10,8,HDD,Intel,i3,Windows 10
Vaio E Series Ryzen 7 Quad Core 3700U ,57990,4.1,39.62 cm (15.6 inch) Display,2 Years Onsite Warranty,No,Vaio,No,Not Mentioned,8,SSD,AMD,Ryzen 7,Windows 10
DELL Vostro Core i3 10th Gen ,37790,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Dell,No,10,4,HDD,Intel,i3,Windows 10
Lenovo V15 ADA Athlon Dual Core 3250U ,26490,3.6,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,Not Mentioned,4,HDD,AMD,Athlon,DOS
ASUS Core i5 10th Gen ,51000,,39.62 cm (15.6 inch) Display,Onsite Global Warranty,No,Asus,No,10,8,Both,Intel,i5,Windows 10
acer Aspire 3 Core i5 10th Gen ,47990,3.8,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),Yes,Acer,No,10,8,HDD,Intel,i5,Windows 10
ASUS Core i3 10th Gen ,34590,3.9,39.62 cm (15.6 inch) Display,,No,Asus,No,10,4,HDD,Intel,i3,Windows 10
DELL G5 15 SE Ryzen 7 Octa Core 4800H ,86990,3.9,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Yes,Dell,No,Not Mentioned,8,SSD,AMD,Ryzen 7,Windows 10
Lenovo Ideapad 330s Core i5 8th Gen ,62594,4.0,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,8,4,HDD,Intel,i5,Windows 10
ASUS ZenBook Flip 13 Core i5 11th Gen ,94990,,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,No,Asus,Yes,10,8,SSD,Intel,i5,Windows 10
HP Envy Core i5 10th Gen ,75890,3.8,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,10,8,SSD,Intel,i5,Windows 10
Lenovo V15 Ryzen 3 Dual Core 3250U ,28990,3.6,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,Not Mentioned,4,HDD,AMD,Ryzen 3,DOS
ASUS ZenBook 14 Core i5 11th Gen ,104990,,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,Yes,Asus,Yes,10,8,SSD,Intel,i5,Windows 10
acer Swift 5 Core i5 8th Gen ,70890,3.7,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),No,Acer,No,8,8,SSD,Intel,i5,Windows 10
ASUS Pro P5 Core i5 8th Gen ,64196,,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,No,Asus,No,8,8,HDD,Intel,i5,Windows 10
HP Athlon Dual Core 3300U ,21999,3.6,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,4,HDD,AMD,Athlon,Windows 10
DELL Inspiron Core i3 10th Gen ,39940,3.0,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",No,Dell,No,10,8,HDD,Intel,i3,Windows 10
Lenovo Core i3 7th Gen ,41990,,35.56 cm (14 inch) Display,,No,Lenovo,No,7,4,HDD,Intel,i3,Windows 10
DELL Vostro Ryzen 3 Dual Core 3250U ,30490,3.3,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Dell,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
DELL Latitude 3400 Core i3 8th Gen ,36890,3.7,35.56 cm (14 inch) Display,"3 Years Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",No,Dell,No,8,4,HDD,Intel,i3,Windows 10
DELL Inspiron Core i3 11th Gen ,47350,,35.56 cm (14 inch) Touchscreen Display,,No,Dell,Yes,10,4,SSD,Intel,i3,Windows 10
DELL Vostro Core i5 11th Gen ,61190,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,Yes,Dell,No,10,8,SSD,Intel,i5,Windows 10
APPLE MacBook Pro Core i5 8th Gen ,113990,4.4,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,No,Apple,No,8,8,SSD,Intel,i5,Mac
acer Celeron Dual Core 7th Gen ,20990,3.4,29.46 cm (11.6 inch) Display,1 Year International Travellers Warranty(ITW),No,Acer,No,7,4,Not Metioned,Intel,Celeron,Mac
Lenovo Core i3 10th Gen ,31890,2.0,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,SSD,Intel,i3,DOS
ASUS Core i3 10th Gen ,32990,3.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Asus,No,10,4,HDD,Intel,i3,Windows 10
MSI GE76 Raider Core i7 10th Gen ,229990,,43.94 cm (17.3 inch) Display,2 Years Carry In Warranty,Yes,MSI,No,10,16,SSD,Intel,i7,Windows 10
DELL Core i5 11th Gen ,55000,,35.56 cm (14 inch) Display,,No,Dell,No,10,8,HDD,Intel,i5,Windows 10
HP Omen Core i7 10th Gen ,116500,3.6,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,HP,No,10,16,SSD,Intel,i7,Windows 10
HP 15q Core i5 7th Gen ,51930,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,7,8,HDD,Intel,i5,Windows 10
Lenovo Core i5 10th Gen ,86500,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,10,16,Both,Intel,i5,Windows 10
ASUS Core i5 11th Gen ,75900,,39.62 cm (15.6 inch) Display,,No,Asus,No,10,16,Both,Intel,i5,Windows 10
HP 14S Core i5 8th Gen ,61373,4.3,35.56 cm (14 inch) Display,1 Year Warranty,No,HP,No,8,8,HDD,Intel,i5,Windows 10
acer Aspire 5 Core i5 7th Gen ,46990,3.4,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),Yes,Acer,No,7,8,HDD,Intel,i5,Windows 10
ASUS ZenBook Core i5 8th Gen ,49990,4.0,35.56 cm (14 inch) Display,1 Year Limited International Hardware Warranty,No,Asus,No,8,8,SSD,Intel,i5,Windows 10
ASUS Core i7 10th Gen ,69450,,35.56 cm (14 inch) Display,,Yes,Asus,No,10,8,SSD,Intel,i7,Windows 10
Lenovo Core i5 10th Gen ,76999,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
HP 14q Core i5 8th Gen ,44097,4.2,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,8,8,HDD,Intel,i5,Windows 10
HP 250 G7 Core i3 10th Gen ,37990,3.2,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,10,4,HDD,Intel,i3,DOS
DELL Latitude 5300 Core i5 8th Gen ,59990,3.3,33.78 cm (13.3 inch) Display,"3 Years Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",No,Dell,No,8,8,SSD,Intel,i5,Windows 10
Lenovo Yoga C640 Core i5 10th Gen ,89799,4.4,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,No,Lenovo,Yes,10,8,SSD,Intel,i5,Windows 10
HP APU Dual Core A6 A6,20900,3.9,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,4,HDD,AMD,APU,DOS
HP 15q Ryzen 3 Dual Core 2200U ,32917,4.0,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
HP DA Core i3 7th Gen ,49279,4.5,39.62 cm (15.6 inch) Display,,Yes,HP,No,7,8,HDD,Intel,i3,Windows 10
Lenovo Yoga C940 Core i7 10th Gen ,182999,,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,Lenovo,Yes,10,16,SSD,Intel,i7,Windows 10
Lenovo Ideapad 330 Ryzen 5 Quad Core 2500U ,50000,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,Not Mentioned,8,HDD,AMD,Ryzen 5,DOS
Lenovo Core i3 10th Gen ,51400,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
DELL Core i7 11th Gen ,84000,,39.62 cm (15.6 inch) Display,,Yes,Dell,No,10,8,SSD,Intel,i7,DOS
HP 14q Core i3 7th Gen ,34688,4.1,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,7,4,HDD,Intel,i3,Windows 10
Smartron t.book flex Core m3 7th Gen ,42990,3.7,30.99 cm (12.2 inch) Touchscreen Display,1 Year Onsite Warranty,No,Smartron,Yes,7,4,SSD,Intel,m3,Windows 10
HP 14q APU Dual Core A9 A9,28462,4.1,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,4,SSD,AMD,APU,Windows 10
HP 14q Core i3 7th Gen ,31808,4.1,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,7,4,HDD,Intel,i3,DOS
Lenovo Core i7 8th Gen ,85600,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,8,8,HDD,Intel,i7,Windows 10
HP 15q APU Dual Core A6 A6,28250,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,4,HDD,AMD,APU,Windows 10
HP 14q Core i3 7th Gen ,35585,3.9,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,7,4,HDD,Intel,i3,Windows 10
Lenovo Ideapad S340 Core i5 8th Gen ,77000,4.4,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,8,8,SSD,Intel,i5,Windows 10
ASUS Ryzen 5 Hexa Core ,88500,,35.56 cm (14 inch) Display,,Yes,Asus,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
HP 14q Core i3 7th Gen ,35811,4.3,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,7,8,SSD,Intel,i3,Windows 10
ASUS Core i7 10th Gen ,94000,,39.62 cm (15.6 inch) Display,,Yes,Asus,No,10,8,SSD,Intel,i7,Windows 10
Lenovo Legion 5i Core i5 10th Gen ,88999,,39.62 cm (15.6 inch) Display,,Yes,Lenovo,No,10,8,Both,Intel,i5,Windows 10
HP 15q APU Dual Core A9 A9,31414,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,4,HDD,AMD,APU,Windows 10
HP Pavilion Core i3 7th Gen ,50922,4.2,39.62 cm (15.6 inch) Display,1 Year Manufacturer Warranty,Yes,HP,No,7,8,HDD,Intel,i3,Windows 10
ASUS ROG Zephyrus S15 Core i7 10th Gen ,195990,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Asus,No,10,32,SSD,Intel,i7,Windows 10
HP Envy x360 Ryzen 5 Hexa Core 4500U ,98000,,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
HP Core i7 10th Gen ,161500,,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,10,16,Both,Intel,i7,Windows 10
HP Pavilion x360 Core i5 8th Gen ,69990,4.0,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,Yes,HP,Yes,8,8,Both,Intel,i5,Windows 10
acer Swift 5 Core i5 8th Gen ,64990,4.0,35.56 cm (14 inch) Touchscreen Display,1 Year International Travelers Warranty (ITW),No,Acer,Yes,8,8,SSD,Intel,i5,Windows 10
HP Core i5 8th Gen ,63500,,39.62 cm (15.6 inch) Display,,No,HP,No,8,8,Both,Intel,i5,Windows 10
HP OMEN Core i7 7th Gen ,103828,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,HP,No,7,8,Both,Intel,i7,Windows 10
ASUS Ryzen 5 Quad Core 3500U ,41490,4.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Asus,No,Not Mentioned,4,SSD,AMD,Ryzen 5,Windows 10
Lenovo Yoga Core i7 10th Gen ,119990,2.5,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,16,SSD,Intel,i7,Windows 10
HP Pavilion x360 Core i3 8th Gen ,54238,4.4,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,8,4,SSD,Intel,i3,Windows 10
HP Chromebook x360 Core i5 8th Gen ,61745,4.5,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,8,8,Not Metioned,Intel,i5,Mac
HP EliteBook 840 G6 Core i5 8th Gen ,138500,,35.56 cm (14 inch) Display,,Yes,HP,No,8,8,SSD,Intel,i5,Windows 10
HP 14q Core i3 7th Gen ,37990,4.2,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,7,4,SSD,Intel,i3,Windows 10
ASUS Core i5 10th Gen ,57990,,39.62 cm (15.6 inch) Display,1 Year Warranty,Yes,Asus,No,10,8,SSD,Intel,i5,Windows 10
HP 250,46200,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty with ADP,Yes,HP,No,7,4,HDD,Intel,i5,DOS
ASUS Celeron Dual Core ,24749,3.9,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Asus,No,Not Mentioned,4,HDD,Intel,Celeron,Windows 10
Smartron t.book flex Core i5 7th Gen ,52990,4.0,30.99 cm (12.2 inch) Touchscreen Display,1 Year Onsite Warranty,No,Smartron,Yes,7,4,SSD,Intel,i5,Windows 10
HP 15s Core i3 11th Gen ,38950,2.5,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,10,4,HDD,Intel,i3,Windows 10
Lenovo Legion Core i7 7th Gen ,104000,4.4,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,7,8,Both,Intel,i7,Windows 10
Lenovo ThinkPad E14 Core i5 10th Gen ,78999,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
Lenovo ThinkPad E14 Core i3 10th Gen ,39999,3.9,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
Lenovo Core i5 10th Gen ,76300,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
ASUS Athlon Dual Core 3050U ,27490,3.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Asus,No,Not Mentioned,4,HDD,AMD,Athlon,Windows 10
DELL Inspiron Core i5 10th Gen ,72990,3.3,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",No,Dell,No,10,8,Both,Intel,i5,Windows 10
Lenovo Core i5 7th Gen ,58999,,35.56 cm (14 inch) Display,,Yes,Lenovo,No,7,4,HDD,Intel,i5,Windows 10
DELL Inspiron 5000 Core i5 8th Gen ,60500,4.3,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Yes,Dell,No,8,8,Both,Intel,i5,Windows 10
HP 14 Core i5 10th Gen ,56000,4.3,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,10,8,SSD,Intel,i5,Windows 10
Lenovo Core i3 10th Gen ,32999,3.4,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
HP Pavilion Core i5 8th Gen ,74990,3.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,HP,No,8,8,Both,Intel,i5,Windows 10
Lenovo V15 IIL Core i3 10th Gen ,31999,3.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,HDD,Intel,i3,DOS
Lenovo Yoga 730 Core i7 8th Gen ,128999,4.0,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,No,Lenovo,Yes,8,8,SSD,Intel,i7,Windows 10
HP 250 Core i5 10th Gen ,53990,,39.62 cm (15.6 inch) Display,,No,HP,No,10,8,HDD,Intel,i5,Windows 10
Lenovo Ideapad S540 Core i5 10th Gen ,85999,4.3,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
HP Core i5 7th Gen ,44599,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,7,4,HDD,Intel,i5,Windows 10
AGB Orion Core i7 7th Gen ,77000,,35.56 cm (14 inch) Display,1 Year Warranty,No,AGB,No,7,16,Both,Intel,i7,Windows 10
AGB Octev Core i7 7th Gen ,92999,,39.62 cm (15.6 inch) Display,1 Year Warranty,Yes,AGB,No,7,32,Both,Intel,i7,Windows 10
Lenovo Ideapad 500 Core i5 6th Gen ,55000,,35.56 cm (14 inch) Display,1 Year Warranty by Lenovo,Yes,Lenovo,No,6,4,HDD,Intel,i5,Windows 10
DELL Latitude 7440 Pentium Dual Core 4th Gen ,24000,,35.56 cm (14 inch) Display,1 Year Manufacturing Warranty,No,Dell,No,4,16,HDD,Intel,Pentium,Windows 8
AGB Octev Core i7 7th Gen ,82000,,39.62 cm (15.6 inch) Display,1 Year Warranty,Yes,AGB,No,7,16,Both,Intel,i7,Windows 10
HP Pavilion 13 Core i5 8th Gen ,76012,4.3,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,No,HP,No,8,8,SSD,Intel,i5,Windows 10
HP 15 Core i5 8th Gen ,55729,4.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,HP,No,8,8,HDD,Intel,i5,DOS
LAVA Helium 12 Atom 7th Gen ,12999,4.4,31.75 cm (12.5 inch) Display,"1 Year Warranty on Laptop, 6 Months on Battery and Accessories",No,LAVA,No,Not Mentioned,2,HDD,Not Metioned,Not Metioned,Windows 10
DELL Inspiron 13 7000 Series Core i7 8th Gen ,115185,,33.78 cm (13.3 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",No,Dell,No,8,16,SSD,Intel,i7,Windows 10
HP G4 Core i7 7th Gen ,245999,,35.56 cm (14 inch) Touchscreen Display,,No,HP,Yes,7,16,SSD,Intel,i7,Windows 10
HP ProBook Core i3 7th Gen ,61715,2.8,35.56 cm (14 inch) Display,3 Years Onsite Warranty,No,HP,No,7,4,HDD,Intel,i3,Windows 10
HP Pavilion Core i5 7th Gen ,63500,4.0,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,HP,No,7,4,HDD,Intel,i5,Windows 10
ASUS ROG Strix G15 Ryzen 9 Octa Core ,144990,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Asus,No,Not Mentioned,16,SSD,AMD,Not Metioned,Windows 10
ASUS ZenBook Duo 14 (2021) Core i7 11th Gen ,158990,,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,Yes,Asus,Yes,10,16,SSD,Intel,i7,Windows 10
DELL Vostro 3405 Ryzen 5 Quad Core 3450U ,49999,4.2,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Dell,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
DELL Vostro Core i3 10th Gen ,49999,4.3,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Dell,No,10,8,SSD,Intel,i3,Windows 10
